,Unnamed: 0,Rank,Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
9950,9950,11203,Murphy Cooper,64,65,65,60,64,41,61,44,36,8,7,45,7,8,12,38,13,13,17,26,12,7,32,39,59,19,23,8,12,8,10,14,60,20,64,20,GK,2,1,Right,"185cm / 6'1""",75kg / 165lb,,22,England,EFL League One,Stevenage,"Deflector, Far Reach",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/murphy-cooper/268544,65.0,65.0,60.0,61.0,64.0
9953,9953,11203,David Cornell,64,65,62,60,66,32,60,34,30,12,13,45,12,14,21,30,16,11,29,30,16,11,34,50,58,23,49,17,11,9,12,17,57,18,64,32,GK,3,1,Right,"180cm / 5'11""",79kg / 174lb,,33,Wales,EFL Championship,Preston,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/david-cornell/190179,65.0,62.0,60.0,60.0,66.0
9955,9955,11203,Edoardo Corvi,64,66,63,61,67,25,58,25,26,9,8,46,9,9,12,39,13,18,35,41,13,7,38,49,63,16,25,6,11,7,17,13,48,24,54,28,GK,1,1,Left,"187cm / 6'2""",70kg / 154lb,,23,Italy,Serie A Enilive,Parma,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/edoardo-corvi/271385,66.0,63.0,61.0,58.0,67.0
9961,9961,11203,Gonzalo Crettaz,64,65,66,70,65,35,62,37,32,8,7,53,6,8,16,44,11,14,33,32,12,8,40,43,52,11,30,12,12,10,11,15,57,24,61,23,GK,3,1,Right,"181cm / 5'11""",78kg / 172lb,,24,Argentina,LALIGA HYPERMOTION,CD Castellón,Footwork,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gonzalo-crettaz/253211,65.0,66.0,70.0,62.0,65.0
9971,9971,11203,Vinícius Dias,64,64,59,56,67,38,64,40,34,9,10,42,15,9,13,45,13,10,35,33,13,20,45,35,61,22,41,15,10,10,12,14,56,22,59,17,GK,2,1,Right,"188cm / 6'2""",78kg / 172lb,,27,Brazil,Liga Portugal,Gil Vicente,Far Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/vinicius-dias/276426,64.0,59.0,56.0,64.0,67.0
9989,9989,11203,Deniz Dilmen,64,65,64,57,67,22,59,22,23,5,8,43,5,6,12,40,13,13,28,25,12,13,21,24,59,16,45,10,10,8,12,14,53,25,64,16,GK,2,1,Left,"198cm / 6'6""",76kg / 168lb,,19,Turkey,Trendyol Süper Lig,Başakşehir,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/deniz-dilmen/275624,65.0,64.0,57.0,59.0,67.0
9996,9996,11203,Dong Chunyu,64,64,64,63,63,43,65,42,45,8,12,47,16,11,21,57,19,18,30,35,17,13,43,65,56,23,26,16,13,23,11,14,42,38,30,28,GK,1,1,Left,"187cm / 6'2""",81kg / 179lb,,33,China PR,CSL,Zhejiang Pro,Cross Claimer,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dong-chunyu/224475,64.0,64.0,63.0,65.0,63.0
10010,10010,11203,Cosmin Dur-Bozoancă,64,62,63,63,66,40,65,40,41,5,5,47,9,5,18,37,12,12,33,29,10,9,41,50,56,19,48,13,11,11,11,11,52,33,52,34,GK,1,1,Left,"182cm / 6'0""",84kg / 185lb,,26,Romania,SUPERLIGA,SC Oțelul Galați,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/cosmin-dur-bozoanca/257374,62.0,63.0,63.0,65.0,66.0
10013,10013,11203,Xavier Dziekoński,64,64,64,63,67,32,62,32,33,5,7,47,6,6,14,41,13,14,48,50,14,8,25,39,49,11,36,11,11,9,10,12,56,28,63,28,GK,2,1,Right,"188cm / 6'2""",77kg / 170lb,,20,Poland,PKO BP Ekstraklasa,Korona Kielce,Cross Claimer,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/xavier-dziekonski/256953,64.0,64.0,63.0,62.0,67.0
10015,10015,11203,Simon Eastwood,64,64,64,63,64,50,64,48,52,16,13,47,13,15,23,47,15,19,38,42,18,14,60,44,57,20,46,27,15,24,16,13,64,40,68,41,GK,3,1,Right,"188cm / 6'2""",90kg / 198lb,,35,England,EFL Championship,Oxford United,Footwork,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/simon-eastwood/173895,64.0,64.0,63.0,64.0,64.0
10033,10033,11203,Marcel Engelhardt,64,69,58,61,67,46,64,48,43,18,13,46,15,13,19,30,18,16,23,23,13,18,39,43,54,19,30,24,18,26,20,19,71,38,79,17,GK,2,1,Right,"191cm / 6'3""",88kg / 194lb,,31,Germany,Bundesliga,Holstein Kiel,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marcel-engelhardt/228935,69.0,58.0,61.0,64.0,67.0
10035,10035,11203,Matthieu Epolo,64,66,65,59,66,32,59,35,28,4,6,44,15,6,11,31,11,8,23,20,9,5,44,44,57,10,27,11,12,7,11,9,54,16,55,17,GK,2,1,Right,"184cm / 6'0""",77kg / 170lb,,19,Belgium,1A Pro League,Standard Liège,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/matthieu-epolo/262265,66.0,65.0,59.0,59.0,66.0
10044,10044,11203,Paul Farman,64,64,58,64,65,43,65,43,42,15,19,48,9,18,26,55,13,7,44,42,9,8,30,56,60,19,43,17,20,16,18,13,59,37,58,22,GK,3,1,Right,"191cm / 6'3""",81kg / 179lb,,34,England,EFL League Two,Barrow,"1v1 Close Down, Far Throw, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/paul-farman/212175,64.0,58.0,64.0,65.0,65.0
10073,10073,11203,Toni Fuidias,64,65,64,62,63,30,63,28,32,4,8,47,8,7,18,33,10,14,15,21,10,5,32,25,61,11,38,12,14,8,13,10,53,21,59,17,GK,3,1,Right,"195cm / 6'5""",80kg / 176lb,,23,Spain,LALIGA HYPERMOTION,FC Cartagena,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/toni-fuidias/264326,65.0,64.0,62.0,63.0,63.0
10076,10076,11203,Pedro Galindo,64,67,65,62,63,46,61,48,44,16,17,47,17,13,22,26,19,14,34,39,14,21,33,56,60,15,31,19,15,21,12,16,71,27,80,22,GK,2,1,Right,"180cm / 5'11""",75kg / 165lb,,29,Bolivia,Sudamericana,Real Tomayapo,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pedro-galindo/253636,67.0,65.0,62.0,61.0,63.0
10083,10083,11203,Luka Gavran,64,64,66,66,63,28,62,25,32,7,8,50,6,8,11,27,10,10,21,17,10,11,35,21,55,18,31,8,11,6,14,10,61,18,77,18,GK,1,1,Right,"198cm / 6'6""",91kg / 201lb,,24,Canada,MLS,Toronto FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/luka-gavran/277916,64.0,66.0,66.0,62.0,63.0
10093,10093,11203,Simone Ghidotti,64,66,64,59,64,35,63,35,36,4,8,44,8,8,16,39,10,12,28,28,10,11,36,29,59,12,34,6,11,6,13,10,54,25,57,18,GK,1,1,Right,"193cm / 6'4""",73kg / 161lb,,24,Italy,Serie BKT,Sampdoria,Footwork,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/simone-ghidotti/270756,66.0,64.0,59.0,63.0,64.0
10125,10125,11203,Josh Griffiths,64,65,62,61,66,30,62,26,35,10,10,46,10,10,10,48,13,14,40,41,14,13,37,49,59,20,44,12,12,10,10,14,55,21,63,20,GK,3,1,Right,"198cm / 6'6""",87kg / 192lb,,23,England,EFL League One,Bristol Rovers,Footwork,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/josh-griffiths/252773,65.0,62.0,61.0,62.0,66.0
10140,10140,11203,Nicholas Hagen,64,64,61,60,64,32,63,37,25,6,5,45,5,9,15,40,14,10,20,21,12,10,40,21,60,20,38,6,13,5,11,12,56,25,59,22,GK,3,1,Right,"193cm / 6'4""",85kg / 187lb,,28,Guatemala,MLS,Columbus Crew,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nicholas-hagen/267684,64.0,61.0,60.0,63.0,64.0
10149,10149,11203,Lucien Hawryluk,64,64,64,63,67,28,62,29,27,7,8,47,8,8,14,30,13,10,24,22,12,9,24,30,49,13,22,7,10,9,13,12,54,25,60,24,GK,3,1,Right,"192cm / 6'4""",82kg / 181lb,,23,Germany,3. Liga,SV Waldhof,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lucien-hawryluk/263674,64.0,64.0,63.0,62.0,67.0
10152,10152,11203,Justin Heekeren,64,64,62,68,66,39,63,38,40,17,12,51,13,12,11,49,11,13,37,33,14,14,36,35,59,18,38,12,20,15,12,14,62,32,68,31,GK,5,1,Right,"196cm / 6'5""",93kg / 205lb,,23,Germany,Bundesliga 2,FC Schalke 04,Footwork,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/justin-heekeren/269955,64.0,62.0,68.0,63.0,66.0
10154,10154,11203,Karl Hein,64,61,63,56,66,35,64,33,38,6,8,42,7,6,18,32,10,12,25,21,13,10,36,31,62,12,26,12,17,9,16,15,55,40,57,18,GK,3,1,Right,"193cm / 6'4""",76kg / 168lb,,22,Estonia,LALIGA EA SPORTS,R. Valladolid CF,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/karl-hein/248732,61.0,63.0,56.0,64.0,66.0
10156,10156,11203,Zach Hemming,64,65,64,61,63,28,64,31,24,4,9,46,5,10,19,56,14,13,30,40,12,12,63,32,60,26,57,6,11,10,13,12,49,25,50,34,GK,2,1,Right,"188cm / 6'2""",70kg / 154lb,,24,England,EFL League One,Leyton Orient,"Cross Claimer, Footwork",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/zach-hemming/240597,65.0,64.0,61.0,64.0,63.0
10165,10165,11203,Ben Hinchliffe,64,65,60,62,66,40,65,37,44,17,10,47,17,12,21,56,24,28,43,51,30,15,54,41,58,26,55,22,25,22,18,12,62,37,63,29,GK,3,1,Right,"185cm / 6'1""",73kg / 161lb,,37,England,EFL League One,Stockport,"Cross Claimer, Far Reach",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ben-hinchliffe/169798,65.0,60.0,62.0,65.0,66.0
10166,10166,11203,Otto Hindrich,64,64,63,54,65,26,63,30,21,6,8,41,5,9,12,39,10,11,25,21,12,6,28,42,57,15,21,12,13,9,13,12,43,27,44,22,GK,2,1,Right,"193cm / 6'4""",76kg / 168lb,,22,Romania,SUPERLIGA,CFR 1907 Cluj,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/otto-hindrich/248586,64.0,63.0,54.0,63.0,65.0
10175,10175,11203,Dinko Horkaš,64,64,61,61,66,48,62,52,43,8,10,46,9,15,17,54,21,12,21,26,12,11,59,33,65,24,21,9,13,18,11,11,64,26,66,25,GK,2,1,Right,"189cm / 6'2""",77kg / 170lb,,25,Croatia,LALIGA EA SPORTS,UD Las Palmas,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dinko-horkas/244262,64.0,61.0,61.0,62.0,66.0
10198,10198,11203,Mehdi Jeannin,64,66,62,65,66,49,61,49,50,18,9,49,8,10,15,15,15,9,31,19,10,10,37,57,55,22,52,21,16,10,19,18,67,27,71,19,GK,2,1,Right,"187cm / 6'2""",81kg / 179lb,,33,Algeria,Ligue 2 BKT,Pau FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mehdi-jeannin/204773,66.0,62.0,65.0,61.0,66.0
10205,10205,11203,Jian Tao,64,60,67,57,69,19,64,15,26,7,5,43,5,5,16,34,11,10,15,21,14,11,32,38,53,10,38,14,14,9,11,11,48,23,56,18,GK,2,1,Right,"186cm / 6'1""",80kg / 176lb,,23,China PR,CSL,Rongcheng FC,Deflector,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jian-tao/275318,60.0,67.0,57.0,64.0,69.0
10207,10207,11203,Marcel Johnen,64,68,60,64,68,27,59,28,26,9,7,48,7,9,15,43,12,13,36,28,11,11,26,33,55,18,29,12,11,11,12,9,61,44,75,18,GK,4,1,Left,"186cm / 6'1""",90kg / 198lb,,21,Germany,3. Liga,Aleman. Aachen,"Far Throw, Footwork",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marcel-johnen/261449,68.0,60.0,64.0,59.0,68.0
10210,10210,11203,Jamie Jones,64,64,63,66,64,34,64,32,36,7,13,50,15,12,45,40,13,18,32,38,12,15,48,42,59,23,35,19,11,8,13,13,49,27,51,25,GK,2,1,Right,"188cm / 6'2""",91kg / 201lb,,35,England,EFL League Two,Salford City,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jamie-jones/182365,64.0,63.0,66.0,64.0,64.0
10217,10217,11203,Andreas Jungdal,64,67,61,57,67,23,63,21,25,6,7,43,5,8,19,32,13,12,32,28,12,7,31,21,53,17,27,11,13,5,12,14,59,18,75,28,GK,2,1,Right,"195cm / 6'5""",82kg / 181lb,,22,Denmark,Serie BKT,Cremonese,Cross Claimer,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/andreas-jungdal/273047,67.0,61.0,57.0,63.0,67.0
10223,10223,11203,Krzysztof Kamiński,64,64,61,65,65,36,66,30,44,15,15,49,14,15,23,41,13,17,26,24,16,14,38,58,56,26,27,18,12,18,12,13,50,34,54,21,GK,3,1,Right,"191cm / 6'3""",81kg / 179lb,,33,Poland,PKO BP Ekstraklasa,Pogoń Szczecin,Cross Claimer,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/krzysztof-kaminski/210422,64.0,61.0,65.0,66.0,65.0
10236,10236,11203,Jonas Kersken,64,67,45,66,70,25,67,25,24,5,8,50,5,8,11,45,12,10,29,25,12,14,34,25,63,20,35,10,10,10,10,13,51,16,58,25,GK,3,1,Right,"190cm / 6'3""",88kg / 194lb,,24,Germany,3. Liga,Arminia Bielefeld,Footwork,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jonas-kersken/257914,67.0,45.0,66.0,67.0,70.0
10237,10237,11203,Hugo Keto,64,65,62,60,64,46,63,49,41,8,16,45,18,19,25,48,13,19,26,24,18,20,46,50,59,24,38,18,19,9,17,14,64,25,62,25,GK,2,1,Right,"192cm / 6'4""",79kg / 174lb,,26,Finland,Eliteserien,Sandefjord,"Cross Claimer, Footwork",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/hugo-keto/225766,65.0,62.0,60.0,63.0,64.0
10246,10246,11203,Tom King,64,64,63,61,64,42,63,40,44,12,6,46,17,18,26,45,9,17,35,43,9,8,39,57,56,28,42,13,18,15,17,20,66,32,73,23,GK,3,1,Right,"194cm / 6'4""",80kg / 176lb,,29,Wales,Premier League,Wolves,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tom-king/225650,64.0,63.0,61.0,63.0,64.0
10249,10249,11203,Philipp Klewin,64,63,61,60,64,41,65,42,40,15,17,45,17,13,22,18,16,17,23,19,20,17,35,55,62,19,29,17,15,21,19,17,62,30,68,24,GK,2,1,Right,"192cm / 6'4""",86kg / 190lb,,30,Germany,3. Liga,FC Hansa Rostock,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/philipp-klewin/211827,63.0,61.0,60.0,65.0,64.0
10252,10252,11203,Jonathan Klinsmann,64,64,63,64,65,29,64,29,29,8,5,48,19,19,13,29,14,13,26,24,11,19,35,39,51,19,28,14,14,10,12,13,54,45,59,25,GK,2,1,Right,"194cm / 6'4""",84kg / 185lb,,27,United States,Serie BKT,Cesena,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jonathan-klinsmann/239742,64.0,63.0,64.0,64.0,65.0
10254,10254,11203,Gabriel Kobylak,64,63,62,62,66,32,67,32,33,9,9,47,10,10,18,44,13,13,29,32,12,11,25,25,48,19,38,14,23,11,12,12,61,33,67,44,GK,2,1,Right,"190cm / 6'3""",84kg / 185lb,,22,Poland,PKO BP Ekstraklasa,Legia Warszawa,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gabriel-kobylak/269707,63.0,62.0,62.0,67.0,66.0
10258,10258,11203,Leo Kokubo,64,63,62,60,65,41,63,45,35,8,11,45,9,10,20,49,21,10,35,34,17,20,50,41,60,22,33,11,11,11,14,12,50,22,45,22,GK,3,1,Right,"193cm / 6'4""",86kg / 190lb,,23,Japan,1A Pro League,STVV,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/leo-kokubo/71641,63.0,62.0,60.0,63.0,65.0
10267,10267,11203,Roy Kortsmit,64,65,61,59,63,27,64,23,33,8,7,44,8,8,19,31,14,14,28,20,12,10,37,35,65,10,30,11,10,12,10,13,53,18,64,33,GK,1,1,Right,"191cm / 6'3""",73kg / 161lb,,32,Holland,Eredivisie,NAC Breda,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/roy-kortsmit/233101,65.0,61.0,59.0,64.0,63.0
10268,10268,11203,Mirko Kos,64,64,62,57,67,41,62,41,40,8,9,43,11,12,14,26,12,11,22,20,10,13,45,48,61,14,25,13,14,15,11,12,61,25,67,19,GK,3,1,Right,"183cm / 6'0""",80kg / 176lb,,27,Austria,Ö. Bundesliga,FK Austria Wien,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mirko-kos/239410,64.0,62.0,57.0,62.0,67.0
10280,10280,11203,Markus Kuster,64,63,65,61,61,30,63,29,31,6,15,46,13,13,18,40,18,20,27,19,17,17,39,36,64,25,27,16,13,14,24,21,53,20,58,22,GK,3,1,Right,"195cm / 6'5""",90kg / 198lb,,30,Austria,CSSL,FC Winterthur,"Cross Claimer, Deflector",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/markus-kuster/210476,63.0,65.0,61.0,63.0,61.0
10281,10281,11203,Manuel Kuttin,64,63,62,65,64,34,63,34,35,6,11,49,19,15,16,40,12,13,32,18,24,20,26,40,61,28,33,19,22,11,16,21,62,15,69,25,GK,3,1,Right,"195cm / 6'5""",96kg / 212lb,,30,Austria,CSSL,GC Zürich,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/manuel-kuttin/210502,63.0,62.0,65.0,63.0,64.0
10286,10286,11203,Ross Laidlaw,64,64,63,62,64,25,65,29,20,8,6,47,9,8,17,35,11,13,30,23,10,14,21,23,58,19,41,6,10,19,10,13,60,19,72,24,GK,2,1,Right,"201cm / 6'7""",85kg / 187lb,,32,Scotland,Scottish Prem,Ross County,1v1 Close Down,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ross-laidlaw/238969,64.0,63.0,62.0,65.0,64.0
10292,10292,11203,Michael Lansing,64,64,65,62,62,38,64,37,40,9,10,47,10,12,19,57,15,15,35,37,14,16,39,50,59,25,53,19,15,19,14,13,63,28,72,28,GK,3,1,Right,"193cm / 6'4""",88kg / 194lb,,30,United States,Eliteserien,Kristiansund BK,Deflector,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/michael-lansing/239797,64.0,65.0,62.0,64.0,62.0
10295,10295,11203,David Lazar,64,64,64,62,64,54,65,55,52,18,13,47,12,17,16,65,12,12,24,23,14,15,69,62,58,14,69,19,12,27,21,15,64,35,61,34,GK,3,1,Right,"185cm / 6'1""",75kg / 165lb,,33,Romania,SUPERLIGA,Univ. Craiova,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/david-lazar/248091,64.0,64.0,62.0,65.0,64.0
10302,10302,11203,Roberto León,64,65,63,56,64,27,63,26,29,5,8,42,8,9,11,38,14,14,29,26,14,11,28,46,62,19,39,14,14,8,12,14,55,23,63,26,GK,4,1,Right,"187cm / 6'2""",78kg / 172lb,,23,Argentina,Sudamericana,Racing Club,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/roberto-leon/278734,65.0,63.0,56.0,63.0,64.0
10327,10327,11203,Jay Lynch,64,63,65,60,63,41,64,42,40,15,15,45,19,16,32,48,18,14,50,48,13,12,64,50,62,23,32,21,20,16,11,12,62,39,65,20,GK,3,1,Right,"188cm / 6'2""",85kg / 187lb,,31,England,EFL League Two,Fleetwood Town,"Deflector, Footwork",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jay-lynch/207606,63.0,65.0,60.0,64.0,63.0
10328,10328,11203,Arthur Lyska,64,66,63,63,67,42,66,38,49,7,7,47,5,5,10,36,13,12,27,23,8,8,44,58,48,15,36,10,10,11,9,12,59,41,66,23,GK,3,1,Right,"190cm / 6'3""",88kg / 194lb,,24,Germany,3. Liga,Wehen Wiesbaden,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/arthur-lyska/251465,66.0,63.0,63.0,66.0,67.0
10337,10337,11203,Filip Majchrowicz,64,69,58,63,63,33,65,35,31,9,7,47,15,9,21,47,18,12,14,17,14,14,41,29,61,21,52,11,12,15,23,21,65,26,77,32,GK,3,1,Right,"194cm / 6'4""",99kg / 218lb,,24,Poland,PKO BP Ekstraklasa,Górnik Zabrze,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/filip-majchrowicz/244551,69.0,58.0,63.0,65.0,63.0
10343,10343,11203,Luca Maniero,64,64,63,60,67,40,66,41,39,10,12,45,15,17,22,30,13,16,28,25,19,13,55,32,53,34,49,12,16,12,14,14,62,30,68,17,GK,3,1,Right,"187cm / 6'2""",80kg / 176lb,,29,Italy,Serie BKT,Cittadella,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/luca-maniero/206165,64.0,63.0,60.0,66.0,67.0
10356,10356,11203,Jimmy Maurer,64,64,63,64,64,36,67,36,35,12,11,48,17,11,14,56,15,12,29,36,15,14,39,39,50,25,46,16,28,14,13,16,64,35,67,36,GK,2,1,Left,"189cm / 6'2""",87kg / 192lb,,35,United States,MLS,FC Dallas,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jimmy-maurer/202570,64.0,63.0,64.0,67.0,64.0
10358,10358,11203,Ashley Maynard-Brewer,64,65,61,64,66,39,60,35,45,7,4,48,6,7,10,62,12,13,35,39,19,11,41,51,58,19,35,8,12,25,14,21,54,36,55,45,GK,3,1,Left,"188cm / 6'2""",76kg / 168lb,,25,Australia,EFL League One,Charlton Ath,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ashley-maynard-brewer/237205,65.0,61.0,64.0,60.0,66.0
10365,10365,11203,Ryan Meara,64,63,62,61,66,46,65,47,45,10,15,46,17,13,21,15,13,15,23,33,18,16,39,23,60,16,47,19,19,24,12,17,58,41,54,31,GK,3,1,Right,"193cm / 6'4""",84kg / 185lb,,33,United States,MLS,Red Bulls,"Far Throw, Footwork",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ryan-meara/207610,63.0,62.0,61.0,65.0,66.0
10378,10378,11203,Thomas Mikkelsen,64,63,65,64,65,32,66,30,35,15,16,48,16,18,30,59,16,18,48,48,18,22,32,39,53,40,45,22,14,24,17,12,61,32,72,27,GK,2,1,Right,"190cm / 6'3""",85kg / 187lb,,41,Denmark,3F Superliga,Brøndby IF,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/thomas-mikkelsen/215693,63.0,65.0,64.0,66.0,65.0
10386,10386,11203,David Mitov Nilsson,64,64,61,64,66,26,64,26,25,11,11,48,11,18,15,55,12,12,33,36,12,14,25,28,58,18,45,15,15,20,11,9,63,30,77,30,GK,2,1,Right,"190cm / 6'3""",87kg / 192lb,,33,North Macedonia,Allsvenskan,IFK Norrköping,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/david-mitov-nilsson/202910,64.0,61.0,64.0,64.0,66.0
10397,10397,11203,Carlos Mosquera,64,60,66,67,65,15,61,15,16,6,6,50,7,6,17,35,11,11,20,18,11,11,20,28,57,10,31,8,12,13,12,13,53,26,68,26,GK,2,1,Right,"190cm / 6'3""",82kg / 181lb,,29,Colombia,Sudamericana,Alianza FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/carlos-mosquera/236860,60.0,66.0,67.0,61.0,65.0
10420,10420,11203,Karol Niemczycki,64,65,65,61,66,28,65,28,28,5,5,46,7,5,13,44,14,13,19,18,11,10,30,47,50,11,38,6,10,11,11,12,51,17,55,19,GK,2,1,Left,"190cm / 6'3""",84kg / 185lb,,25,Poland,Bundesliga 2,SV Darmstadt 98,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/karol-niemczycki/240170,65.0,65.0,61.0,65.0,66.0
10452,10452,11203,Arild Østbø,64,62,63,63,64,31,64,30,32,16,8,47,9,7,23,53,15,8,22,12,13,7,57,56,64,13,46,25,8,23,14,10,56,29,68,27,GK,2,1,Right,"183cm / 6'0""",75kg / 165lb,,33,Norway,Eliteserien,Viking FK,Far Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/arild-stb/186508,62.0,63.0,63.0,64.0,64.0
10492,10492,11203,Miguel Pinto,64,63,60,64,63,53,64,52,54,13,20,48,20,13,34,60,23,33,38,45,16,18,55,58,62,20,53,11,12,11,19,21,65,36,70,27,GK,2,1,Right,"180cm / 5'11""",78kg / 172lb,,41,Chile,Sudamericana,Coquimbo Unido,Far Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/miguel-pinto/176895,63.0,60.0,64.0,64.0,63.0
10494,10494,11203,Onurcan Piri,64,65,64,57,65,19,64,18,20,8,7,43,7,8,28,15,9,9,33,18,10,8,23,22,58,10,34,9,13,6,11,9,46,26,53,18,GK,2,1,Right,"190cm / 6'3""",82kg / 181lb,,29,Turkey,Trendyol Süper Lig,Kayserispor,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/onurcan-piri/223174,65.0,64.0,57.0,64.0,65.0
10501,10501,11203,Robert Popa,64,64,58,66,67,39,63,36,43,8,5,50,6,7,10,50,14,11,31,32,11,23,47,23,60,20,23,7,10,6,11,13,54,27,57,23,GK,2,1,Right,"190cm / 6'3""",83kg / 183lb,,21,Romania,SUPERLIGA,UTA Arad,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/robert-popa/262420,64.0,58.0,66.0,63.0,67.0
10506,10506,11203,Eric Puerto,64,67,62,60,67,16,58,15,18,6,5,45,9,5,15,28,12,10,22,18,13,13,22,43,60,17,32,14,13,6,11,14,42,19,48,20,GK,3,1,Right,"185cm / 6'1""",80kg / 176lb,,21,Spain,LALIGA HYPERMOTION,RC Deportivo,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/eric-puerto/279897,67.0,62.0,60.0,58.0,67.0
10508,10508,11203,John Pulskamp,64,67,60,59,67,25,62,27,21,6,9,44,8,9,19,31,13,14,27,22,14,8,30,41,60,15,34,11,10,12,13,12,54,20,62,20,GK,1,1,Right,"188cm / 6'2""",86kg / 190lb,,23,United States,MLS,Sporting KC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/john-pulskamp/256053,67.0,60.0,59.0,62.0,67.0
10509,10509,11203,Christy Pym,64,59,64,65,66,43,64,45,40,16,13,49,16,17,23,62,11,20,46,53,15,29,60,60,63,34,62,28,15,24,18,17,63,42,68,30,GK,4,1,Right,"183cm / 6'0""",81kg / 179lb,,29,England,EFL League One,Mansfield Town,Far Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/christy-pym/206555,59.0,64.0,65.0,64.0,66.0
