Index,Rank,Name,Team,League,Nation,OVR,SHO,Finishing,Shot Power,Penalties,Reactions,Position,Preferred foot
5645,12239,Bill Antonio,KV Mechelen,1A Pro League,Zimbabwe,63,56,56,59,55,48,RM,Right
5646,12239,Florian Bianchini,Swansea City,EFL Championship,France,63,58,60,58,55,56,RM,Right
5647,12239,Ionuț Biceanu,FC Hermannstadt,SUPERLIGA,Romania,63,59,58,60,55,60,CM,Right
5648,12239,Nassim Boujellab,Arminia Bielefeld,3. Liga,Morocco,63,58,59,63,55,57,CAM,Right
5649,12239,Bobby Burns,Galway United,SSE Airtricity PD,Northern Ireland,63,55,59,54,55,58,LB,Left
5650,12239,Callum Camps,Stockport,EFL League One,Northern Ireland,63,60,57,66,55,62,CM,Right
5651,12239,Erick Canales,Dep. Garcilaso,Sudamericana,Peru,63,49,50,48,55,64,RB,Right
5652,12239,Moritz Fritz,Viktoria Köln,3. Liga,Germany,63,41,34,58,55,61,CB,Right
5653,12239,Irfan Hadžić,Gangwon FC,K League 1,Bosnia and Herzegovina,63,61,68,56,55,58,ST,Right
5654,12239,Kristall Máni Ingason,Sønderjyske,3F Superliga,Iceland,63,57,59,58,55,58,CAM,Right
5655,12239,Olaf Kobacki,Sheffield Wed,EFL Championship,Poland,63,57,57,60,55,47,LM,Right
5656,12239,Giorgi Kvernadze,Frosinone,Serie BKT,Georgia,63,58,57,65,55,55,LW,Right
5657,12239,Jack Lankester,Crewe Alexandra,EFL League Two,England,63,59,59,59,55,60,CAM,Left
5658,12239,Lee Sang Ki,GwangJu FC,K League 1,Korea Republic,63,57,52,67,55,58,RB,Right
5659,12239,Lex-Tyger Lobinger,Viktoria Köln,3. Liga,Germany,63,59,64,66,55,60,ST,Right
5660,12239,Elias Hoff Melkersen,Strømsgodset IF,Eliteserien,Norway,63,63,64,67,55,59,ST,Right
5661,12239,Christos Mouzakitis,Olympiacos FC,Hellas Liga,Greece,63,54,54,51,55,62,CM,Left
5662,12239,Moussa Njie,KFUM-Kameratene,Eliteserien,Norway,63,56,56,61,55,58,LW,Right
5663,12239,Pacheco,Albacete BP,LALIGA HYPERMOTION,Spain,63,58,58,59,55,60,CAM,Right
5664,12239,Federico Paradela,Sarmiento,Primera División,Argentina,63,56,56,57,55,60,CM,Right
5665,12239,Madih Talal,East Bengal,ISL,France,63,59,59,62,55,59,CAM,Right
5666,12239,George Thomson,Harrogate Town,EFL League Two,England,63,60,61,62,55,61,RM,Right
5667,12239,Ryan Tunnicliffe,Adelaide United,A-League,England,63,57,54,65,55,60,CDM,Right
5668,12239,Ema Twumasi,FC Dallas,MLS,Ghana,63,53,50,66,55,60,RB,Right
5669,12239,Oliver Wähling,Blau-Weiss Linz,Ö. Bundesliga,Germany,63,62,60,65,55,60,CAM,Right
5670,12239,Ryan Williams,Bengaluru FC,ISL,Australia,63,62,64,62,55,60,ST,Right
5671,13135,Emile Acquah,Barrow,EFL League Two,England,62,59,61,64,55,57,ST,Right
5672,13135,Ali Al Asmari,Al Ahli,ROSHN Saudi League,Saudi Arabia,62,56,53,62,55,61,CDM,Left
5673,13135,Abdullah Al Fahad,Al Khaleej,ROSHN Saudi League,Saudi Arabia,62,46,40,53,55,61,CB,Right
5674,13135,Fahad Al Jumayah,Al Taawoun,ROSHN Saudi League,Saudi Arabia,62,54,50,60,55,56,RB,Right
5675,13135,Ismaïl Bouneb,Havre AC,Ligue 1 McDonald's,France,62,52,54,52,55,59,CAM,Right
5676,13135,Ellis Chapman,Sligo Rovers,SSE Airtricity PD,England,62,60,59,64,55,58,CAM,Left
5677,13135,Noah Chilvers,Ross County,Scottish Prem,England,62,60,58,65,55,56,CM,Right
5678,13135,Mateusz Cholewiak,Puszcza,PKO BP Ekstraklasa,Poland,62,60,58,70,55,60,LM,Left
5679,13135,Mattia Compagnon,Catanzaro,Serie BKT,Italy,62,63,65,65,55,61,ST,Left
5680,13135,Adam Daghim,RB Salzburg,Ö. Bundesliga,Denmark,62,58,61,55,55,60,ST,Left
5681,13135,Tika de Jonge,FC Groningen,Eredivisie,Holland,62,57,60,63,55,47,LM,Right
5682,13135,Connor Evans,MK Dons,EFL League Two,Wales,62,60,61,60,55,61,CM,Right
5683,13135,Mustafa Erhan Hekimoğlu,Beşiktaş,Trendyol Süper Lig,Turkey,62,60,67,60,55,47,ST,Right
5684,13135,Marc Jurado,RCD Espanyol,LALIGA EA SPORTS,Spain,62,49,45,56,55,60,RB,Right
5685,13135,Joshua Kayode,Shrewsbury,EFL League One,Republic of Ireland,62,60,61,63,55,57,ST,Right
5686,13135,George Maris,Mansfield Town,EFL League One,England,62,58,58,61,55,62,CM,Right
5687,13135,Jakub Myszor,Raków,PKO BP Ekstraklasa,Poland,62,60,60,63,55,54,CAM,Right
5688,13135,César Olmedo,Olimpia,Sudamericana,Paraguay,62,59,62,55,55,53,RB,Right
5689,13135,Adam Radwański,Zagłębie Lubin,PKO BP Ekstraklasa,Poland,62,58,57,63,55,58,CAM,Right
5690,13135,Sidney Raebiger,Braunschweig,Bundesliga 2,Germany,62,52,48,60,55,57,CM,Right
5691,13135,Cristiano,FK Austria Wien,Ö. Bundesliga,Brazil,62,56,57,60,55,60,RW,Right
5692,13135,Connor Shields,Chennaiyin FC,ISL,Scotland,62,61,64,61,55,62,ST,Right
5693,13135,Jaden Slory,Feyenoord,Eredivisie,Holland,62,57,58,64,55,49,RW,Right
5694,13135,Jamie Sterry,Doncaster,EFL League Two,England,62,50,49,54,55,58,RB,Right
5695,13135,Rayhaan Tulloch,Shelbourne,SSE Airtricity PD,England,62,57,58,58,55,54,LM,Right
5696,13135,Franco Umeh-Chibueze,Crystal Palace,Premier League,Republic of Ireland,62,60,59,67,55,55,RW,Left
5697,13135,Norbert Wojtuszek,Górnik Zabrze,PKO BP Ekstraklasa,Poland,62,48,44,56,55,58,RM,Right
5698,13135,Xie Wenneng,Shandong Taishan,CSL,China PR,62,56,57,56,55,60,RM,Right
5699,13135,Yu Dabao,Beijing FC,CSL,China PR,62,57,52,68,55,56,CB,Right
5700,13955,Tammer Bany,Randers FC,3F Superliga,Denmark,61,62,65,64,55,54,ST,Right
5701,13955,Charlie Brown,Morecambe,EFL League Two,England,61,56,58,53,55,56,RM,Left
5702,13955,Gustav Christensen,Hertha BSC,Bundesliga 2,Denmark,61,61,63,59,55,54,ST,Right
5703,13955,Álvaro Cuello,Guaraní,Sudamericana,Argentina,61,57,54,66,55,55,CAM,Right
5704,13955,Isaías Delpupo,STVV,1A Pro League,Argentina,61,53,51,53,55,46,CAM,Left
5705,13955,Jack Earing,Walsall,EFL League Two,England,61,58,56,64,55,60,CM,Right
5706,13955,Owura Edwards,Colchester,EFL League Two,England,61,53,55,54,55,51,LM,Right
5707,13955,Paul Glatzel,Swindon Town,EFL League Two,Germany,61,62,61,70,55,59,ST,Left
5708,13955,Conor Grant,Notts County,EFL League Two,Republic of Ireland,61,54,53,55,55,58,LW,Right
5709,13955,Henrik Kjelsrud Johansen,Fredrikstad FK,Eliteserien,Norway,61,59,63,63,55,57,ST,Right
5710,13955,Charlie Kelman,Leyton Orient,EFL League One,United States,61,62,65,65,55,58,ST,Right
5711,13955,Samir Lagsir,PEC Zwolle,Eredivisie,Holland,61,54,56,64,55,52,LM,Right
5712,13955,George Lapslie,Gillingham,EFL League Two,England,61,59,59,65,55,60,CAM,Right
5713,13955,Connor Malley,Sligo Rovers,SSE Airtricity PD,England,61,58,56,64,55,58,CM,Left
5714,13955,Maximilian Oesterhelweg,Energie Cottbus,3. Liga,Germany,61,61,58,73,55,59,CAM,Left
5715,13955,Adrián Pacheco,Wilstermann,Sudamericana,Bolivia,61,54,61,48,55,55,CAM,Right
5716,13955,Jeremías Pérez Tica,Newell's,Primera División,Argentina,61,64,66,65,55,55,ST,Right
5717,13955,Ignacio Russo,Instituto,Primera División,Argentina,61,60,64,60,55,57,ST,Right
5718,13955,Mahamadou Susoho,Peterborough,EFL League One,Spain,61,47,41,60,55,58,CDM,Right
5719,13955,Ross Tierney,Bohemians,SSE Airtricity PD,Republic of Ireland,61,54,57,52,55,59,CAM,Right
5720,13955,Hubert Tomalski,Puszcza,PKO BP Ekstraklasa,Poland,61,56,55,60,55,50,LM,Right
5721,13955,Gonzalo Torres,Godoy Cruz,Primera División,Argentina,61,62,66,65,55,57,ST,Left
5722,13955,Fofin Turay,FC Groningen,Eredivisie,Holland,61,52,50,59,55,48,LM,Right
5723,13955,Malcolm Viltard,FCV Dender EH,1A Pro League,France,61,46,44,49,55,60,CDM,Right
5724,14644,Riyadh Al Ibrahim,Al Kholood,ROSHN Saudi League,Saudi Arabia,60,57,58,56,55,54,CAM,Right
5725,14644,Khaled Al Subaie,Al Raed,ROSHN Saudi League,Saudi Arabia,60,55,57,54,55,56,CM,Left
5726,14644,Maurice Boakye,VfB Stuttgart II,3. Liga,Germany,60,58,61,58,55,69,ST,Right
5727,14644,Kegs Chauke,Burton Albion,EFL League One,South Africa,60,52,48,59,55,58,CM,Right
5728,14644,Alexander Hernández,Racing Club,Sudamericana,Uruguay,60,55,55,55,55,59,CM,Right
5729,14644,Stanis Idumbo,Sevilla FC,LALIGA EA SPORTS,Belgium,60,61,65,60,55,55,CAM,Right
5730,14644,Imam Jagne,Mjällby AIF,Allsvenskan,Sweden,60,55,57,54,55,59,CM,Right
5731,14644,Alexander Lyng,Sønderjyske,3F Superliga,Denmark,60,58,59,61,55,49,RW,Right
5732,14644,Othmane Maamma,Montpellier,Ligue 1 McDonald's,Morocco,60,57,58,61,55,51,RM,Right
5733,14644,Henrik Meister,Stade Rennais FC,Ligue 1 McDonald's,Denmark,60,58,63,60,55,55,ST,Right
5734,14644,Hilmir Rafn Mikaelsson,Kristiansund BK,Eliteserien,Iceland,60,58,60,60,55,56,ST,Right
5735,14644,Paul Milde,Energie Cottbus,3. Liga,Germany,60,50,46,61,55,60,RB,Right
5736,14644,John O'Sullivan,Shelbourne,SSE Airtricity PD,Republic of Ireland,60,57,56,61,55,58,RM,Right
5737,14644,Édgar Páez,Cerro Porteño,Libertadores,Paraguay,60,59,66,55,55,52,ST,Right
5738,14644,Armando Rivas,Caracas FC,Libertadores,Venezuela,60,62,66,65,55,55,ST,Left
5739,14644,Marin Soticek,FC Basel 1893,CSSL,Croatia,60,64,70,66,55,50,RW,Right
5740,14644,Arkadiusz Woźniak,Zagłębie Lubin,PKO BP Ekstraklasa,Poland,60,60,63,65,55,63,CM,Right
5741,14644,Darren Yapi,Colorado Rapids,MLS,United States,60,55,57,60,55,55,ST,Right
5742,15274,Hamed Al Maqati,Al Orobah,ROSHN Saudi League,Saudi Arabia,59,53,55,53,55,62,LB,Right
5743,15274,Guilder Cuellar,Universitario,Sudamericana,Bolivia,59,59,57,66,55,52,LW,Right
5744,15274,Sam Dalby,Dundee United,Scottish Prem,England,59,57,59,57,55,58,ST,Left
5745,15274,Matthew Dennis,MK Dons,EFL League Two,England,59,56,56,56,55,54,ST,Right
5746,15274,Elsinho,Chennaiyin FC,ISL,Brazil,59,40,33,59,55,62,CB,Right
5747,15274,Jordan Gele,Unirea Slobozia,SUPERLIGA,France,59,58,59,65,55,52,ST,Right
5748,15274,Archie Goodwin,Adelaide United,A-League,Australia,59,59,61,58,55,58,ST,Right
5749,15274,Danny Grant,Bohemians,SSE Airtricity PD,Republic of Ireland,59,53,55,52,55,52,LM,Right
5750,15274,Kacper Lukasiak,Pogoń Szczecin,PKO BP Ekstraklasa,Poland,59,55,58,56,55,56,CAM,Right
5751,15274,Sean Moore,West Ham,Premier League,Republic of Ireland,59,54,54,60,55,44,LM,Left
5752,15274,Braudilio Rodrigues,Sounders FC,MLS,Guinea-Bissau,59,61,64,63,55,51,LW,Right
5753,15274,Paulo Rodríguez,Dep. Garcilaso,Sudamericana,Peru,59,51,49,54,55,60,CAM,Left
5754,15274,Alejandro Severo,Racing Club,Sudamericana,Uruguay,59,56,55,61,55,50,RW,Right
5755,15274,Godfrey Stephen,Gaziantep,Trendyol Süper Lig,Nigeria,59,47,53,42,55,57,LB,Left
5756,15274,Macaulay Tait,Hearts,Scottish Prem,Scotland,59,51,52,56,55,51,CM,Left
5757,15274,Wang Zihao,Qingdao Hainiu,CSL,China PR,59,42,41,46,55,68,CM,Right
5758,15758,Alex Badolato,WS Wanderers,A-League,Australia,58,55,59,55,55,52,ST,Right
5759,15758,Fredy Colmán,Olimpia,Sudamericana,Paraguay,58,53,51,69,55,38,RM,Right
5760,15758,Matt Dibley-Dias,Northampton,EFL League One,New Zealand,58,58,55,63,55,56,CM,Right
5761,15758,Andrei Florescu,FC Dinamo 1948,SUPERLIGA,Romania,58,45,42,55,55,53,LW,Right
5762,15758,Justin Forst,WSG Tirol,Ö. Bundesliga,Austria,58,56,59,58,55,57,ST,Right
5763,15758,Gao Huaze,Tianjin JMT FC,CSL,China PR,58,55,53,55,55,53,LM,Right
5764,15758,Hwang Do Yun,FC Seoul,K League 1,Korea Republic,58,45,44,44,55,56,CM,Right
5765,15758,Rudolf Ndualu,Energie Cottbus,3. Liga,Germany,58,52,50,61,55,43,RW,Right
5766,15758,Santiago Rollano,Cerro Largo,Sudamericana,Uruguay,58,54,62,53,55,48,RM,Left
5767,15758,Rodrigo Teliz,Racing Club,Sudamericana,Uruguay,58,58,55,63,55,50,CM,Right
5768,15758,Mathis Touho,Amiens SC,Ligue 2 BKT,France,58,59,58,70,55,44,LM,Right
5769,15758,Wilson Waweru,Sligo Rovers,SSE Airtricity PD,Republic of Ireland,58,58,60,58,55,51,ST,Right
5770,15758,Wen Da,Cangzhou FC,CSL,China PR,58,45,44,46,55,58,RB,Right
5771,16153,Yakup Arda Kılıç,Beşiktaş,Trendyol Süper Lig,Turkey,57,52,52,63,55,50,LW,Right
5772,16153,Stefan Radosavljevic,Sligo Rovers,SSE Airtricity PD,Faroe Islands,57,55,56,58,55,58,LM,Right
5773,16153,Joseph Sabobo Banda,FC Zürich,CSSL,Zambia,57,55,57,55,55,45,LW,Right
5774,16470,Dajaune Brown,Derby County,EFL Championship,England,56,54,59,49,55,56,ST,Right
5775,16470,Liam Dulson,Cheltenham Town,EFL League Two,England,56,55,56,62,55,52,ST,Right
5776,16470,Mark Ferrie,Motherwell,Scottish Prem,Scotland,56,55,57,54,55,55,ST,Right
5777,16470,Richard Emeka Friday,GAIS,Allsvenskan,Nigeria,56,53,57,55,55,53,ST,Right
5778,16470,Mohammed Marran,Al Nassr,ROSHN Saudi League,Saudi Arabia,56,56,62,53,55,50,ST,Left
5779,16470,Sivasakthi Narayanan,Bengaluru FC,ISL,India,56,56,58,54,55,51,ST,Right
5780,16470,Matt Orr,SZ Peng City,CSL,Hong Kong,56,57,60,55,55,55,ST,Left
5781,16470,Adrián Peña,Wilstermann,Sudamericana,Bolivia,56,58,61,60,55,49,CAM,Right
5782,16470,Jack Young,Wycombe,EFL League One,England,56,47,40,56,55,53,CM,Right
5783,16743,Cheng Changcheng,Changchun Yatai,CSL,China PR,55,55,57,62,55,49,ST,Right
5784,16743,Olaf Korczakowski,Pogoń Szczecin,PKO BP Ekstraklasa,Poland,55,49,46,54,55,48,LM,Left
5785,16743,Lee Jong Wook,Incheon United,K League 1,Korea Republic,55,54,55,56,55,47,RW,Right
5786,16743,Kiyan Nassiri,Chennaiyin FC,ISL,India,55,56,59,56,55,48,ST,Right
5787,16743,Zheng Haoqian,Nantong Zhiyun FC,CSL,China PR,55,54,62,48,55,49,ST,Right
5788,16962,Rohit Danu,Bengaluru FC,ISL,India,54,52,52,54,55,49,LW,Right
5789,16962,Owen Elding,Sligo Rovers,SSE Airtricity PD,Republic of Ireland,54,54,53,57,55,55,ST,Right
5790,16962,Alan Rybak,Jagiellonia,PKO BP Ekstraklasa,Poland,54,56,57,56,55,55,ST,Right
5791,17146,Isak Brusberg,BK Häcken,Allsvenskan,Sweden,53,51,54,48,55,49,CM,Right
5792,17146,He Longhai,Qingdao W. Coast,CSL,China PR,53,50,50,56,55,55,ST,Right
5793,17146,Kim Young Jun,Daegu FC,K League 1,Korea Republic,53,53,56,54,55,50,ST,Right
5794,17301,Daniel Lalhlimpuia,Mumbai City FC,ISL,India,52,50,49,53,55,51,ST,Right
5795,17535,Baek Seung Heon,Jeju United,K League 1,Korea Republic,50,46,46,52,55,33,RW,Right
5796,17535,Monirul Molla,Bengaluru FC,ISL,India,50,51,54,53,55,48,ST,Right
5797,76,Grimaldo,Leverkusen,Bundesliga,Spain,86,73,67,84,54,86,LM,Left
5798,101,N'Golo Kanté,Al Ittihad,ROSHN Saudi League,France,85,65,64,71,54,87,CDM,Right
5799,222,Konrad Laimer,FC Bayern München,Bundesliga,Austria,83,69,69,74,54,84,CDM,Right
5800,322,Alphonso Davies,FC Bayern München,Bundesliga,Canada,82,66,64,74,54,83,LB,Left
5801,322,Raphaël Guerreiro,FC Bayern München,Bundesliga,Portugal,82,78,78,79,54,88,LB,Left
5802,458,Luciano Acosta,FC Cincinnati,MLS,Argentina,81,73,77,71,54,81,CAM,Right
5803,577,Maximilian Arnold,VfL Wolfsburg,Bundesliga,Germany,80,79,74,88,54,82,CDM,Left
5804,577,Harvey Barnes,Newcastle Utd,Premier League,England,80,78,78,82,54,83,LW,Right
5805,577,Daley Blind,Girona FC,LALIGA EA SPORTS,Holland,80,62,56,74,54,82,CB,Left
5806,577,Sebastian Szymański,Fenerbahçe,Trendyol Süper Lig,Poland,80,77,78,78,54,79,CAM,Left
5807,736,Sead Kolašinac,Bergamo Calcio,Serie A Enilive,Bosnia and Herzegovina,79,63,60,75,54,79,CB,Left
5808,736,Yeremy Pino,Villarreal CF,LALIGA EA SPORTS,Spain,79,73,79,68,54,74,LM,Right
5809,736,Oriol Romeu,Girona FC,LALIGA EA SPORTS,Spain,79,54,45,78,54,76,CDM,Right
5810,970,Kirian,UD Las Palmas,LALIGA EA SPORTS,Spain,78,75,76,78,54,72,CM,Right
5811,970,Rodri,Real Betis,LALIGA EA SPORTS,Spain,78,74,74,78,54,73,LM,Left
5812,1218,Nico González,FC Porto,Liga Portugal,Spain,77,63,60,74,54,75,CDM,Right
5813,1218,Nicolas Seiwald,RB Leipzig,Bundesliga,Austria,77,62,58,70,54,78,CDM,Right
5814,1218,Oliver Skipp,Leicester City,Premier League,England,77,47,41,63,54,76,CDM,Right
5815,1218,Adrien Truffert,Stade Rennais FC,Ligue 1 McDonald's,France,77,57,52,69,54,71,LB,Left
5816,1218,Konstantinos Tsimikas,Liverpool,Premier League,Greece,77,57,48,69,54,74,LB,Left
5817,1525,Sander Berge,Fulham,Premier League,Norway,76,65,63,76,54,76,CM,Right
5818,1525,Hicham Boudaoui,OGC Nice,Ligue 1 McDonald's,Algeria,76,65,68,65,54,77,CM,Right
5819,1525,Ben Davies,Spurs,Premier League,Wales,76,58,58,65,54,79,CB,Left
5820,1525,Jordan Ferri,Montpellier,Ligue 1 McDonald's,France,76,65,60,77,54,76,CDM,Right
5821,1525,Tomáš Holeš,Slavia Praha,Česká Liga,Czech Republic,76,58,52,72,54,74,CB,Right
5822,1525,Pavel Kadeřábek,TSG Hoffenheim,Bundesliga,Czech Republic,76,45,34,64,54,78,RB,Right
5823,1525,Kouadio Manu Koné,AS Roma,Serie A Enilive,France,76,72,71,86,54,75,CM,Right
5824,1525,Sean Longstaff,Newcastle Utd,Premier League,England,76,68,64,77,54,74,CM,Right
5825,1525,Alberto Moreno,Como,Serie A Enilive,Spain,76,69,65,80,54,75,LB,Left
5826,1525,Gabriel Strefezza,Como,Serie A Enilive,Brazil,76,66,69,62,54,72,RW,Right
5827,1888,Kristjan Asllani,Lombardia FC,Serie A Enilive,Albania,75,61,57,72,54,70,CDM,Right
5828,1888,Riechedly Bazoer,AZ,Eredivisie,Holland,75,68,64,77,54,75,CB,Right
5829,1888,Abdoulaye Doucouré,Everton,Premier League,Mali,75,78,78,84,54,79,CAM,Right
5830,1888,Luís Hernández,Cádiz CF,LALIGA HYPERMOTION,Spain,75,50,37,70,54,77,CB,Right
5831,1888,Cristian Medina,Boca Juniors,Sudamericana,Argentina,75,64,67,64,54,74,CM,Right
5832,1888,Rodrigo Villagra,River Plate,Libertadores,Argentina,75,48,41,61,54,70,CDM,Right
5833,2318,Calum Chambers,Cardiff City,EFL Championship,England,74,56,54,60,54,74,CB,Right
5834,2318,Timothé Cognat,Servette FC,CSSL,France,74,66,66,72,54,72,CM,Right
5835,2318,Unai López,Rayo Vallecano,LALIGA EA SPORTS,Spain,74,70,71,76,54,75,CDM,Right
5836,2318,Elvis Rexhbeçaj,FC Augsburg,Bundesliga,Kosovo,74,66,59,83,54,73,CM,Left
5837,2318,Lukáš Sadílek,Sparta Praha,Česká Liga,Czech Republic,74,63,63,64,54,72,CM,Right
5838,2318,Gijs Smal,Feyenoord,Eredivisie,Holland,74,61,57,68,54,72,LM,Left
5839,2882,Nicolás Fernández,Godoy Cruz,Primera División,Uruguay,73,61,59,69,54,73,CM,Right
5840,2882,Emil Krafth,Newcastle Utd,Premier League,Sweden,73,58,56,70,54,74,RB,Right
5841,2882,Elias Jelert,Galatasaray,Trendyol Süper Lig,Denmark,73,57,57,61,54,67,RB,Right
5842,2882,Théo Leoni,RSC Anderlecht,1A Pro League,Belgium,73,67,67,67,54,71,CM,Left
5843,2882,Braydon Manu,PEC Zwolle,Eredivisie,Ghana,73,66,69,70,54,68,RM,Right
5844,2882,André Franco,FC Porto,Liga Portugal,Portugal,73,70,74,73,54,69,RM,Left
5845,2882,Antonio Sánchez,RCD Mallorca,LALIGA EA SPORTS,Spain,73,66,61,79,54,68,RM,Right
5846,2882,Tim Skarke,Union Berlin,Bundesliga,Germany,73,74,73,85,54,72,ST,Right
5847,2882,Oussama Targhalline,Havre AC,Ligue 1 McDonald's,Morocco,73,63,60,70,54,72,CM,Right
5848,3521,Dapo Afolayan,FC St. Pauli,Bundesliga,England,72,69,72,67,54,71,RW,Right
5849,3521,Yáser Asprilla,Girona FC,LALIGA EA SPORTS,Colombia,72,68,68,74,54,65,RW,Left
5850,3521,Matthias Braunöder,Como,Serie A Enilive,Austria,72,58,45,68,54,73,CM,Right
5851,3521,Mady Camara,PAOK FC,Hellas Liga,Guinea,72,71,68,84,54,65,CM,Right
5852,3521,Isaiah Jones,Middlesbrough,EFL Championship,England,72,55,56,59,54,70,RM,Right
5853,3521,Loïc Négo,Havre AC,Ligue 1 McDonald's,Hungary,72,67,70,69,54,74,RM,Right
5854,3521,Antonio Nusa,RB Leipzig,Bundesliga,Norway,72,64,61,72,54,60,LM,Right
5855,3521,Jean Onana,Beşiktaş,Trendyol Süper Lig,Cameroon,72,66,61,77,54,67,CM,Right
5856,3521,Keaton Parks,New York City FC,MLS,United States,72,62,63,68,54,69,CDM,Right
5857,3521,Marvin Pieringer,Heidenheim,Bundesliga,Germany,72,70,73,75,54,72,ST,Right
5858,3521,Petar Stojanović,Salernitana,Serie BKT,Slovenia,72,51,41,68,54,62,RB,Right
5859,3521,Maya Yoshida,LA Galaxy,MLS,Japan,72,41,34,50,54,70,CB,Right
5860,3521,Zarraga,Udinese,Serie A Enilive,Spain,72,66,69,60,54,72,CM,Right
5861,4260,Jim Allevinah,Angers SCO,Ligue 1 McDonald's,Gabon,71,69,69,74,54,65,RM,Right
5862,4260,Bae Jun Ho,Stoke City,EFL Championship,Korea Republic,71,61,61,63,54,69,LM,Right
5863,4260,Mamadou Fall,Kasımpaşa,Trendyol Süper Lig,Senegal,71,67,68,74,54,63,ST,Right
5864,4260,Sam Field,QPR,EFL Championship,England,71,54,52,68,54,68,CDM,Left
5865,4260,Niko Gießelmann,Fürth,Bundesliga 2,Germany,71,59,55,65,54,69,LB,Left
5866,4260,Edwin Herrera,Junior,Libertadores,Colombia,71,48,49,54,54,65,LB,Right
5867,4260,Renato Ibarra,IDV,Libertadores,Ecuador,71,68,66,75,54,65,RM,Right
5868,4260,Numa Lavanchy,FC Sion,CSSL,Switzerland,71,61,63,59,54,67,RB,Right
5869,4260,Fabian Nürnberger,SV Darmstadt 98,Bundesliga 2,Germany,71,61,56,69,54,70,LM,Left
5870,4260,Emanuel Olivera,Junior,Libertadores,Argentina,71,43,33,65,54,67,CB,Right
5871,4260,Rodrigo Piñeiro,Vélez Sarsfield,Primera División,Uruguay,71,62,63,65,54,66,LM,Right
5872,4260,Bryan Reynolds,KVC Westerlo,1A Pro League,United States,71,47,47,49,54,77,RB,Right
5873,4260,Nazar Voloshyn,Dynamo Kyiv,Ukrayina Liha,Ukraine,71,65,69,67,54,68,LM,Right
5874,5037,Viti Rozada,UD Las Palmas,LALIGA EA SPORTS,Spain,70,60,60,63,54,70,RM,Right
5875,5037,Majeed Ashimeru,RSC Anderlecht,1A Pro League,Ghana,70,63,61,70,54,64,CM,Right
5876,5037,Thierno Ballo,Wolfsberger AC,Ö. Bundesliga,Austria,70,62,63,62,54,62,LW,Right
5877,5037,Billal Brahimi,OGC Nice,Ligue 1 McDonald's,Algeria,70,67,65,73,54,60,RW,Left
5878,5037,Cristian Gamboa,VfL Bochum 1848,Bundesliga,Costa Rica,70,47,32,66,54,67,RB,Right
5879,5037,Zeca,Panathinaikos,Hellas Liga,Greece,70,58,54,66,54,70,CDM,Right
5880,5037,Ryan Hedges,Blackburn Rovers,EFL Championship,Wales,70,64,64,70,54,60,RM,Left
5881,5037,Andrew Hjulsager,KAA Gent,1A Pro League,Denmark,70,68,67,73,54,66,CAM,Right
5882,5037,Duane Holmes,Preston,EFL Championship,United States,70,65,66,65,54,68,CAM,Right
5883,5037,Matías Marín,Belgrano,Sudamericana,Chile,70,65,67,62,54,63,CAM,Left
5884,5037,Dieumerci Ndongala,APOEL FC,Liga Cyprus,Congo DR,70,59,59,59,54,68,RM,Right
5885,5037,Håvard Nielsen,Hannover 96,Bundesliga 2,Norway,70,70,73,73,54,71,ST,Right
5886,5037,Aaron Ramsey,Burnley,EFL Championship,England,70,63,66,65,54,62,LM,Right
5887,5037,Kevin,Shakhtar Donetsk,Ukrayina Liha,Brazil,70,63,63,67,54,66,LW,Right
5888,5037,George Saville,Millwall,EFL Championship,Northern Ireland,70,66,67,66,54,72,CM,Left
5889,5037,Alexis Trouillet,Panathinaikos,Hellas Liga,France,70,55,52,62,54,71,CM,Left
5890,5037,Mihael Žaper,Hajduk Split,Liga Hrvatska,Croatia,70,52,53,59,54,68,CDM,Right
5891,5902,Max Besuschkow,FC Ingolstadt 04,3. Liga,Germany,69,61,62,58,54,66,CM,Right
5892,5902,Frank Boya,Amiens SC,Ligue 2 BKT,Cameroon,69,58,48,78,54,62,CDM,Right
5893,5902,Marco Brescianini,Bergamo Calcio,Serie A Enilive,Italy,69,64,61,70,54,69,CM,Left
5894,5902,Mark Brink,FC Nordsjælland,3F Superliga,Denmark,69,56,53,61,54,68,CM,Right
5895,5902,Gastón Campi,San Lorenzo,Libertadores,Argentina,69,45,29,66,54,66,CB,Left
5896,5902,Mauricio Cuero,Dep. Garcilaso,Sudamericana,Colombia,69,67,64,76,54,65,RM,Right
5897,5902,Alessandro Deiola,Cagliari,Serie A Enilive,Italy,69,67,62,78,54,71,CM,Right
5898,5902,Kian Fitz-Jim,Ajax,Eredivisie,Holland,69,56,56,58,54,68,CM,Right
5899,5902,Peter,Getafe CF,LALIGA EA SPORTS,Dominican Republic,69,62,62,65,54,61,RM,Left
5900,5902,Yalçın Kayan,Göztepe,Trendyol Süper Lig,Turkey,69,68,64,74,54,67,CM,Left
5901,5902,Efthymios Koulouris,Pogoń Szczecin,PKO BP Ekstraklasa,Greece,69,69,71,70,54,68,ST,Right
5902,5902,Niklas Moisander,Malmö FF,Allsvenskan,Finland,69,49,39,67,54,70,CB,Left
5903,5902,Niccolò Pierozzi,Palermo,Serie BKT,Italy,69,63,65,65,54,62,RB,Right
